0,0,0,0,0,0,0,0,0,0,0
0,-0.00137939468288135,0,0,0,0,0,0,0,0,0
0,-0.000513806561448077,-0.000198983332667273,0,0,0,0,0,0,0,0
0,-0.000454121573134883,-0.000544028558194026,0.00311584259411423,0,0,0,0,0,0,0
0,-0.000178496482967554,0.000653323962941836,0.000605326021821877,-0.00162796638641701,0,0,0,0,0,0
0,0.000132291981046357,0.000756580779265668,-0.000675498463709216,-0.00129012990420991,0.00270839581117239,0,0,0,0,0
0,0.000179126521564077,-0.000219356745368148,-0.000556467351348004,0.000494049484924662,0.00091832736200814,-0.00108384694820643,0,0,0,0
0,-1.33877563735062e-05,-0.000426000053603535,0.000104476919956908,0.00077136438116504,-0.000442087154086856,-0.000917567642375715,0.00159466847730389,0,0,0
0,-0.000101419130644727,3.22171044340802e-05,0.000314297436669349,-9.10504692129584e-05,-0.000542120312550986,0.000213595084066995,0.00072558365918179,-0.00056111985694063,0,0
0,-1.29801865792535e-05,0.000190177586847386,2.17483964980481e-05,-0.000354683909453471,3.11378901573813e-05,0.000462831721230219,-0.000225327683344399,-0.000463506180320461,0.000809971392802511,0
0,4.53403701563224e-05,1.98387683961298e-05,-0.000141769194290578,-2.50221830386627e-05,0.000251451349035607,2.64680512279947e-06,-0.000367794324100772,6.72299012497222e-05,0.000445954485311668,-0.00029250477003623
